2.080000	2.080000	1
2.730000	2.730000	
3.360000	3.360000	
3.990000	3.990000	
4.640000	4.640000	1
5.280000	5.280000	
5.930000	5.930000	
6.580000	6.580000	
7.220000	7.220000	1
7.860000	7.860000	
8.520000	8.520000	
9.170000	9.170000	
9.810000	9.810000	
10.460000	10.460000	
11.110000	11.110000	
11.750000	11.750000	
12.390000	12.390000	db bef voc enters
13.030000	13.030000	
13.690000	13.690000	
14.340000	14.340000	
15.000000	15.000000	
15.650000	15.650000	
16.300000	16.300000	
16.950000	16.950000	
17.600000	17.600000	
18.250000	18.250000	
18.900000	18.900000	
19.550000	19.550000	
20.210000	20.210000	
20.850000	20.850000	
21.490000	21.490000	
22.130000	22.130000	
22.790000	22.790000	
23.440000	23.440000	
24.100000	24.100000	
24.760000	24.760000	
25.400000	25.400000	
26.040000	26.040000	
26.690000	26.690000	
27.340000	27.340000	
27.970000	27.970000	
28.620000	28.620000	
29.280000	29.280000	
29.920000	29.920000	
30.580000	30.580000	
31.220000	31.220000	
31.880000	31.880000	
32.540000	32.540000	
33.180000	33.180000	
33.830000	33.830000	
34.480000	34.480000	
35.130000	35.130000	
35.780000	35.780000	
36.420000	36.420000	
37.070000	37.070000	
37.720000	37.720000	
38.370000	38.370000	
39.020000	39.020000	
39.670000	39.670000	
40.320000	40.320000	
40.970000	40.970000	
41.620000	41.620000	
42.260000	42.260000	
42.910000	42.910000	
43.560000	43.560000	
44.210000	44.210000	
44.860000	44.860000	
45.510000	45.510000	
46.150000	46.150000	
46.800000	46.800000	
47.450000	47.450000	
48.100000	48.100000	
48.750000	48.750000	
49.400000	49.400000	
50.050000	50.050000	
50.700000	50.700000	
51.350000	51.350000	
52.000000	52.000000	
52.640000	52.640000	
53.290000	53.290000	
53.940000	53.940000	
54.590000	54.590000	
55.240000	55.240000	
55.890000	55.890000	
56.540000	56.540000	
57.180000	57.180000	
57.830000	57.830000	
58.480000	58.480000	
59.130000	59.130000	
59.780000	59.780000	
60.430000	60.430000	
61.080000	61.080000	
61.720000	61.720000	
62.370000	62.370000	
63.020000	63.020000	
63.670000	63.670000	
64.320000	64.320000	
64.970000	64.970000	
65.620000	65.620000	
66.270000	66.270000	
66.920000	66.920000	
67.560000	67.560000	
68.210000	68.210000	
68.860000	68.860000	
69.500000	69.500000	
70.160000	70.160000	
70.810000	70.810000	
71.460000	71.460000	
72.100000	72.100000	
72.750000	72.750000	
73.400000	73.400000	
74.050000	74.050000	
74.700000	74.700000	
75.350000	75.350000	
76.000000	76.000000	
76.650000	76.650000	
77.290000	77.290000	
77.940000	77.940000	
78.590000	78.590000	
79.240000	79.240000	
79.890000	79.890000	
80.540000	80.540000	
81.190000	81.190000	
81.830000	81.830000	
82.480000	82.480000	
83.130000	83.130000	
83.780000	83.780000	
84.430000	84.430000	
85.080000	85.080000	
85.720000	85.720000	
86.370000	86.370000	
87.020000	87.020000	
87.670000	87.670000	
88.320000	88.320000	
88.960000	88.960000	
