0.240000	0.240000	
0.810000	0.810000	
1.380000	1.380000	
1.960000	1.960000	
2.520000	2.520000	
3.100000	3.100000	
3.670000	3.670000	
4.240000	4.240000	
4.810000	4.810000	
5.380000	5.380000	
5.950000	5.950000	
6.530000	6.530000	
7.090000	7.090000	
7.670000	7.670000	
8.230000	8.230000	
8.810000	8.810000	
9.380000	9.380000	
9.950000	9.950000	
10.520000	10.520000	
11.100000	11.100000	
11.670000	11.670000	
12.240000	12.240000	
12.810000	12.810000	
13.380000	13.380000	
13.950000	13.950000	
14.520000	14.520000	
15.100000	15.100000	
15.670000	15.670000	
16.240000	16.240000	
16.810000	16.810000	
17.390000	17.390000	
17.960000	17.960000	
18.530000	18.530000	
19.110000	19.110000	
19.680000	19.680000	
20.250000	20.250000	
20.810000	20.810000	
21.390000	21.390000	
21.960000	21.960000	
22.530000	22.530000	
23.100000	23.100000	
23.680000	23.680000	
24.250000	24.250000	
24.820000	24.820000	
25.380000	25.380000	
25.960000	25.960000	
26.530000	26.530000	
27.100000	27.100000	
27.670000	27.670000	
28.250000	28.250000	
28.820000	28.820000	
29.390000	29.390000	
29.950000	29.950000	
30.530000	30.530000	
31.100000	31.100000	
31.670000	31.670000	
32.240000	32.240000	
32.820000	32.820000	
33.390000	33.390000	
33.960000	33.960000	
34.530000	34.530000	
35.100000	35.100000	
35.670000	35.670000	
36.240000	36.240000	
36.810000	36.810000	
37.390000	37.390000	
37.960000	37.960000	
38.530000	38.530000	
39.100000	39.100000	
39.670000	39.670000	
40.240000	40.240000	
40.810000	40.810000	
41.380000	41.380000	
41.960000	41.960000	
42.530000	42.530000	
43.100000	43.100000	
43.670000	43.670000	
44.250000	44.250000	
44.820000	44.820000	
45.380000	45.380000	
45.950000	45.950000	
46.530000	46.530000	
47.100000	47.100000	
47.670000	47.670000	
48.240000	48.240000	
48.820000	48.820000	
49.390000	49.390000	
49.960000	49.960000	
50.520000	50.520000	
51.100000	51.100000	
51.670000	51.670000	
52.240000	52.240000	
52.810000	52.810000	
53.380000	53.380000	
53.950000	53.950000	
54.530000	54.530000	
55.100000	55.100000	
55.670000	55.670000	
56.240000	56.240000	
56.820000	56.820000	
57.390000	57.390000	
57.960000	57.960000	
58.520000	58.520000	
59.100000	59.100000	
59.670000	59.670000	
60.240000	60.240000	
60.810000	60.810000	
61.390000	61.390000	
61.960000	61.960000	
62.530000	62.530000	
63.090000	63.090000	
63.670000	63.670000	
64.240000	64.240000	
64.810000	64.810000	
65.380000	65.380000	
65.960000	65.960000	
66.530000	66.530000	
67.100000	67.100000	
67.670000	67.670000	
68.240000	68.240000	
68.810000	68.810000	
69.380000	69.380000	
69.950000	69.950000	
70.520000	70.520000	
71.090000	71.090000	
71.670000	71.670000	
72.240000	72.240000	
72.820000	72.820000	
73.380000	73.380000	
73.960000	73.960000	
74.540000	74.540000	
75.100000	75.100000	
75.670000	75.670000	
76.250000	76.250000	
76.820000	76.820000	
77.390000	77.390000	
77.950000	77.950000	
78.530000	78.530000	
79.100000	79.100000	
79.670000	79.670000	
80.240000	80.240000	
80.820000	80.820000	
81.390000	81.390000	
81.960000	81.960000	
82.530000	82.530000	
83.100000	83.100000	
83.680000	83.680000	
84.250000	84.250000	
84.810000	84.810000	
85.390000	85.390000	
85.960000	85.960000	
86.530000	86.530000	
87.100000	87.100000	
87.670000	87.670000	
88.240000	88.240000	
88.810000	88.810000	
89.380000	89.380000	
89.960000	89.960000	
90.530000	90.530000	
91.100000	91.100000	
91.670000	91.670000	
92.240000	92.240000	
92.810000	92.810000	
93.380000	93.380000	
93.950000	93.950000	
94.530000	94.530000	
95.100000	95.100000	
95.670000	95.670000	
96.240000	96.240000	
96.810000	96.810000	
97.390000	97.390000	
97.960000	97.960000	
98.520000	98.520000	
99.100000	99.100000	
99.670000	99.670000	
100.240000	100.240000	
100.810000	100.810000	
101.390000	101.390000	
101.960000	101.960000	
102.530000	102.530000	
103.100000	103.100000	
103.680000	103.680000	
104.250000	104.250000	
104.810000	104.810000	
105.380000	105.380000	
105.960000	105.960000	
106.530000	106.530000	
107.100000	107.100000	
107.670000	107.670000	
108.240000	108.240000	
108.810000	108.810000	
109.380000	109.380000	
109.960000	109.960000	
110.530000	110.530000	
111.100000	111.100000	
111.670000	111.670000	
112.240000	112.240000	
112.820000	112.820000	
113.390000	113.390000	
113.960000	113.960000	
114.530000	114.530000	
115.100000	115.100000	
115.660000	115.660000	
116.240000	116.240000	
116.810000	116.810000	
117.380000	117.380000	
117.950000	117.950000	
118.530000	118.530000	
119.100000	119.100000	
119.670000	119.670000	
120.240000	120.240000	
120.810000	120.810000	
121.380000	121.380000	
121.950000	121.950000	
122.520000	122.520000	
123.100000	123.100000	
123.670000	123.670000	
124.240000	124.240000	
124.810000	124.810000	
125.380000	125.380000	
125.950000	125.950000	
126.530000	126.530000	
127.100000	127.100000	
127.670000	127.670000	
128.240000	128.240000	
128.820000	128.820000	
129.390000	129.390000	
129.960000	129.960000	
130.520000	130.520000	
131.100000	131.100000	
131.680000	131.680000	
132.250000	132.250000	
132.810000	132.810000	
133.380000	133.380000	
133.940000	133.940000	
134.520000	134.520000	
135.100000	135.100000	
135.670000	135.670000	
136.230000	136.230000	
136.800000	136.800000	
137.380000	137.380000	
137.960000	137.960000	
138.540000	138.540000	
139.100000	139.100000	
139.670000	139.670000	
140.240000	140.240000	
140.820000	140.820000	
141.390000	141.390000	
141.950000	141.950000	
142.530000	142.530000	
143.100000	143.100000	
143.670000	143.670000	
144.240000	144.240000	
144.820000	144.820000	
145.390000	145.390000	
145.960000	145.960000	
146.530000	146.530000	
147.100000	147.100000	
147.670000	147.670000	
148.240000	148.240000	
148.810000	148.810000	
149.380000	149.380000	
149.950000	149.950000	
150.530000	150.530000	
151.100000	151.100000	
151.670000	151.670000	
152.240000	152.240000	
152.820000	152.820000	
153.380000	153.380000	
153.960000	153.960000	
154.530000	154.530000	
155.100000	155.100000	
155.670000	155.670000	
156.250000	156.250000	
156.830000	156.830000	
157.390000	157.390000	
157.950000	157.950000	
158.530000	158.530000	
159.110000	159.110000	
