0.650000	0.650000	
1.250000	1.250000	
1.840000	1.840000	
2.440000	2.440000	
3.050000	3.050000	
3.650000	3.650000	
4.250000	4.250000	
4.860000	4.860000	
5.450000	5.450000	
6.040000	6.040000	
6.640000	6.640000	
7.250000	7.250000	
7.840000	7.840000	
8.440000	8.440000	
9.040000	9.040000	
9.590000	9.590000	
10.000000	10.000000	voice enters 
10.560000	10.560000	
11.160000	11.160000	
11.760000	11.760000	
12.360000	12.360000	
12.970000	12.970000	
13.560000	13.560000	
14.150000	14.150000	
14.750000	14.750000	
15.360000	15.360000	
15.950000	15.950000	
16.550000	16.550000	
17.140000	17.140000	
17.740000	17.740000	
18.340000	18.340000	
18.940000	18.940000	
19.540000	19.540000	
20.150000	20.150000	
20.750000	20.750000	
21.360000	21.360000	
21.950000	21.950000	
22.560000	22.560000	
23.160000	23.160000	
23.760000	23.760000	
24.360000	24.360000	
24.980000	24.980000	
25.560000	25.560000	
26.160000	26.160000	
26.750000	26.750000	
27.360000	27.360000	
27.960000	27.960000	
28.560000	28.560000	
29.140000	29.140000	
29.740000	29.740000	
30.340000	30.340000	
30.940000	30.940000	
31.540000	31.540000	
32.140000	32.140000	
32.740000	32.740000	
33.340000	33.340000	
33.940000	33.940000	
34.540000	34.540000	
35.140000	35.140000	
35.740000	35.740000	
36.340000	36.340000	
36.940000	36.940000	
37.540000	37.540000	
38.140000	38.140000	
38.750000	38.750000	
39.360000	39.360000	
39.950000	39.950000	
40.560000	40.560000	
41.150000	41.150000	
41.750000	41.750000	
42.360000	42.360000	
42.970000	42.970000	
43.550000	43.550000	
44.160000	44.160000	
44.750000	44.750000	
45.360000	45.360000	
45.950000	45.950000	
46.570000	46.570000	
47.140000	47.140000	
47.740000	47.740000	
48.350000	48.350000	
48.950000	48.950000	
49.550000	49.550000	
50.150000	50.150000	
50.750000	50.750000	
51.360000	51.360000	
51.960000	51.960000	
52.560000	52.560000	
53.140000	53.140000	
53.750000	53.750000	
54.350000	54.350000	
54.950000	54.950000	
55.550000	55.550000	
56.150000	56.150000	
56.760000	56.760000	
57.350000	57.350000	
57.940000	57.940000	
58.540000	58.540000	
59.140000	59.140000	
59.740000	59.740000	
60.340000	60.340000	
60.940000	60.940000	
61.540000	61.540000	
62.140000	62.140000	
62.740000	62.740000	
63.330000	63.330000	
63.930000	63.930000	
64.540000	64.540000	
65.140000	65.140000	
65.740000	65.740000	
66.340000	66.340000	
66.940000	66.940000	
67.540000	67.540000	
68.140000	68.140000	
68.740000	68.740000	
69.340000	69.340000	
69.940000	69.940000	
70.530000	70.530000	
71.130000	71.130000	
71.730000	71.730000	
72.340000	72.340000	
72.930000	72.930000	
73.530000	73.530000	
74.130000	74.130000	
74.730000	74.730000	
75.340000	75.340000	
75.940000	75.940000	
76.550000	76.550000	
77.140000	77.140000	
77.740000	77.740000	
78.340000	78.340000	
78.940000	78.940000	
79.540000	79.540000	
80.140000	80.140000	
80.740000	80.740000	
81.340000	81.340000	
81.940000	81.940000	
82.540000	82.540000	
83.140000	83.140000	
83.740000	83.740000	
84.340000	84.340000	
84.940000	84.940000	
85.540000	85.540000	
86.140000	86.140000	
86.740000	86.740000	
87.340000	87.340000	
87.940000	87.940000	
88.540000	88.540000	
89.140000	89.140000	
89.730000	89.730000	
90.330000	90.330000	
90.930000	90.930000	
91.530000	91.530000	
92.130000	92.130000	
92.730000	92.730000	
93.330000	93.330000	
93.930000	93.930000	
94.530000	94.530000	
95.130000	95.130000	
95.730000	95.730000	
96.340000	96.340000	
96.950000	96.950000	
97.560000	97.560000	
98.150000	98.150000	
98.740000	98.740000	
99.340000	99.340000	
99.940000	99.940000	
100.540000	100.540000	
101.150000	101.150000	
101.740000	101.740000	
102.350000	102.350000	
102.950000	102.950000	
103.550000	103.550000	
104.140000	104.140000	
104.740000	104.740000	
105.330000	105.330000	
105.930000	105.930000	
106.530000	106.530000	
107.140000	107.140000	
107.730000	107.730000	
108.340000	108.340000	
108.940000	108.940000	
109.540000	109.540000	
110.140000	110.140000	
110.740000	110.740000	
111.340000	111.340000	
111.940000	111.940000	
112.540000	112.540000	
113.140000	113.140000	
113.740000	113.740000	
114.340000	114.340000	
114.940000	114.940000	
115.540000	115.540000	
116.140000	116.140000	
116.740000	116.740000	
117.340000	117.340000	
117.950000	117.950000	
118.560000	118.560000	
119.150000	119.150000	
119.760000	119.760000	
120.360000	120.360000	
120.970000	120.970000	
121.570000	121.570000	
122.170000	122.170000	
122.750000	122.750000	
123.360000	123.360000	
123.950000	123.950000	
124.560000	124.560000	
125.150000	125.150000	
125.770000	125.770000	
126.340000	126.340000	
126.940000	126.940000	
127.550000	127.550000	
128.160000	128.160000	
128.750000	128.750000	
129.350000	129.350000	
129.950000	129.950000	
130.550000	130.550000	
131.150000	131.150000	
131.750000	131.750000	
132.340000	132.340000	
132.950000	132.950000	
133.550000	133.550000	
134.150000	134.150000	
134.760000	134.760000	
135.380000	135.380000	
135.970000	135.970000	
136.550000	136.550000	
137.140000	137.140000	
137.740000	137.740000	
138.340000	138.340000	
138.940000	138.940000	
139.540000	139.540000	
140.140000	140.140000	
140.740000	140.740000	
141.340000	141.340000	
141.940000	141.940000	
142.540000	142.540000	
143.140000	143.140000	
143.740000	143.740000	
144.330000	144.330000	
144.930000	144.930000	
145.530000	145.530000	
146.140000	146.140000	
146.740000	146.740000	
147.340000	147.340000	
147.940000	147.940000	
148.540000	148.540000	
149.140000	149.140000	
149.740000	149.740000	
150.340000	150.340000	
150.940000	150.940000	
151.540000	151.540000	
152.140000	152.140000	
152.740000	152.740000	
153.340000	153.340000	
153.940000	153.940000	
154.530000	154.530000	
155.130000	155.130000	
155.740000	155.740000	
156.340000	156.340000	
156.940000	156.940000	
157.540000	157.540000	
158.140000	158.140000	
158.740000	158.740000	
159.330000	159.330000	
159.930000	159.930000	
160.530000	160.530000	
161.130000	161.130000	
161.730000	161.730000	
162.330000	162.330000	
162.930000	162.930000	
163.530000	163.530000	
164.130000	164.130000	
164.730000	164.730000	
165.340000	165.340000	
165.940000	165.940000	
166.540000	166.540000	
167.140000	167.140000	
167.740000	167.740000	
168.340000	168.340000	
168.940000	168.940000	
169.540000	169.540000	
170.140000	170.140000	
170.740000	170.740000	
171.340000	171.340000	
171.940000	171.940000	
172.540000	172.540000	
173.130000	173.130000	
173.730000	173.730000	
174.320000	174.320000	
174.930000	174.930000	
175.530000	175.530000	
176.140000	176.140000	
176.740000	176.740000	
177.340000	177.340000	
177.940000	177.940000	
178.540000	178.540000	
179.140000	179.140000	
179.740000	179.740000	
180.340000	180.340000	
180.940000	180.940000	
181.540000	181.540000	
182.140000	182.140000	
182.740000	182.740000	
183.340000	183.340000	
183.940000	183.940000	
184.540000	184.540000	
185.140000	185.140000	
185.740000	185.740000	
186.340000	186.340000	
186.940000	186.940000	
187.540000	187.540000	
188.140000	188.140000	
188.740000	188.740000	
189.330000	189.330000	
189.930000	189.930000	
190.530000	190.530000	
191.130000	191.130000	
191.730000	191.730000	
192.330000	192.330000	
192.930000	192.930000	
193.530000	193.530000	
194.140000	194.140000	
194.740000	194.740000	
195.340000	195.340000	
195.940000	195.940000	
196.540000	196.540000	
197.140000	197.140000	
197.740000	197.740000	
198.340000	198.340000	
198.940000	198.940000	
199.540000	199.540000	
200.140000	200.140000	
200.740000	200.740000	
201.340000	201.340000	
201.940000	201.940000	
202.540000	202.540000	
203.140000	203.140000	
203.740000	203.740000	
204.340000	204.340000	
204.940000	204.940000	
205.530000	205.530000	
206.130000	206.130000	
206.730000	206.730000	
207.330000	207.330000	
207.930000	207.930000	
208.530000	208.530000	
209.130000	209.130000	
209.730000	209.730000	
210.330000	210.330000	
210.930000	210.930000	
211.530000	211.530000	
212.130000	212.130000	
212.730000	212.730000	
213.330000	213.330000	
213.930000	213.930000	
214.510000	214.510000	
215.100000	215.100000	
215.660000	215.660000	
216.240000	216.240000	
